GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°F),Engine Oil Temperature(°F),Engine RPM(rpm),Fuel pressure(psi),GPS Latitude(°),GPS Longitude(°),Kilometers Per Litre(Instant)(kpl),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),Speed (OBD)(mph)
Sun May 07 16:57:51 EDT 2017,07-May-2017 16:59:19.506,-71.19301266,42.3379988,0.0,3.0,18.0,0.0,3.42071557,0.12090719,8.42220306,0.00433534,30.19607925,-0.07295841,0.34869677,0.01232489,0.7585324,14.6129694,995.81958008,-,181.3999939,-,789,-,42.33799744,-71.19301605,-,3.16000009,-,0
Sun May 07 16:57:52 EDT 2017,07-May-2017 16:59:20.506,-71.19301481,42.33799326,0.0,3.0,19.0,0.0,3.41532874,0.1316811,8.51138687,0.00079297,30.19607925,-0.0947673,0.3316738,-0.0046981,0.7419365,14.66994286,995.75415039,-,181.3999939,-,790,-,42.33799362,-71.19301605,-,3.13000011,-,0
Sun May 07 16:57:53 EDT 2017,07-May-2017 16:59:21.506,-71.19301365,42.33799181,0.0,3.0,19.0,0.0,3.40874457,0.16519992,8.51078892,-0.00430006,30.19607925,-0.06496772,0.34747648,0.01683995,0.76756257,14.75383282,995.75292969,-,181.3999939,-,798,-,42.33799362,-71.19301605,-,2.8499999,-,0
Sun May 07 16:57:54 EDT 2017,07-May-2017 16:59:22.506,-71.19301295,42.33799131,0.0,3.0,20.0,0.0,3.3033998,0.03292027,8.48026276,0.0014579,30.19607925,-0.07897573,0.345402,0.01000635,0.75340712,14.64751339,995.80419922,-,181.3999939,-,783,-,42.33798981,-71.19301605,-,2.94000006,-,0
Sun May 07 16:57:55 EDT 2017,07-May-2017 16:59:23.506,-71.19301233,42.33799271,0.0,3.0,20.0,0.0,3.42610264,0.11372458,8.55747509,0.01731884,30.19607925,-0.10816644,0.33783624,-0.00262362,0.72503561,14.64347458,995.79833984,-,181.3999939,-,778,-,42.33799362,-71.19301605,-,2.91000009,-,0
Sun May 07 16:57:56 EDT 2017,07-May-2017 16:59:24.506,-71.19301237,42.33799274,0.0,3.0,20.0,0.0,3.30998397,-0.08259996,8.18936729,-0.02194345,30.19607925,-0.0992462,0.33740917,-0.00841998,0.73479784,14.60848427,995.78466797,-,181.3999939,-,780,-,42.33799362,-71.19301605,-,2.81999993,-,0
Sun May 07 16:57:57 EDT 2017,07-May-2017 16:59:25.515,-71.19301133,42.33799511,0.0,3.0,21.0,0.0,3.38779545,0.09337386,8.57423496,-0.00303876,30.19607925,-0.10460109,0.33515161,-0.00146434,0.72997767,14.70672894,995.79223633,-,181.3999939,-,779,-,42.33799362,-71.19300842,-,2.88000011,-,0
Sun May 07 16:57:58 EDT 2017,07-May-2017 16:59:26.506,-71.19301024,42.33799591,0.0,3.0,20.0,0.0,3.42011714,0.04788403,8.65743351,0.00620216,30.19607925,-0.10135932,0.33393133,-0.00561332,0.73394364,14.87899399,995.72021484,-,181.3999939,-,778,-,42.33799744,-71.19300842,-,2.88000011,-,0
Sun May 07 16:57:59 EDT 2017,07-May-2017 16:59:27.508,-71.19300948,42.337997,0.0,3.0,20.0,0.0,3.23815775,-0.04908114,8.11394978,-0.0318315,30.19607925,-0.10913767,0.33008742,-0.00500317,0.72711003,14.72332764,995.71069336,-,181.3999939,-,787,-,42.33799744,-71.19300842,-,2.88000011,-,0
Sun May 07 16:58:00 EDT 2017,07-May-2017 16:59:28.506,-71.19300994,42.33799755,0.0,3.0,20.0,0.0,3.42430687,0.17118542,8.97945309,0.05740148,30.58823586,-0.10788884,0.33527365,0.00317274,0.72637784,15.39937973,995.66796875,-,181.3999939,-,746,-,42.33799744,-71.19300842,-,3.95000005,-,0
Sun May 07 16:58:01 EDT 2017,07-May-2017 16:59:29.506,-71.19300943,42.33799843,0.0,3.0,20.0,0.0,3.44765043,0.04548983,8.80946541,0.041951,30.58823586,-0.07885674,0.3236199,-0.00536926,0.79800868,15.10060692,995.72924805,-,181.3999939,-,794,-,42.33799744,-71.19300842,-,3.75,-,0
Sun May 07 16:58:02 EDT 2017,07-May-2017 16:59:30.506,-71.1930083,42.33799947,0.0,3.0,20.0,0.0,3.57753587,0.11372458,8.95551109,0.00536323,30.58823586,-0.01655326,0.36468253,0.01159272,0.81289613,14.68474674,995.76245117,-,181.3999939,-,778,-,42.33800125,-71.19300842,-,3.75,-,0
Sun May 07 16:58:03 EDT 2017,07-May-2017 16:59:31.508,-71.19300791,42.33799975,0.0,3.0,20.0,0.0,3.13161588,-0.20649989,7.79731655,-0.00364476,30.58823586,-0.01775631,0.35980141,0.00903012,0.81356728,14.57618427,995.71044922,-,181.3999939,-,782,-,42.33800125,-71.19300842,-,3.75,-,0
Sun May 07 16:58:04 EDT 2017,07-May-2017 16:59:32.506,-71.19300771,42.33799983,0.0,3.0,20.0,0.0,3.51768088,0.14544775,8.77534771,0.04144937,30.58823586,-0.03583171,0.35858113,0.01482648,0.79453081,14.6784668,995.76318359,-,181.3999939,-,778,-,42.33800125,-71.19300842,-,3.71000004,-,0
Sun May 07 16:58:05 EDT 2017,07-May-2017 16:59:33.506,-71.19300767,42.33799985,0.0,3.0,20.0,0.0,3.49972439,0.18734628,8.661623,0.03008896,30.19607925,-0.04719602,0.3567507,0.01909748,0.78293812,14.55823898,995.79003906,-,181.3999939,-,773,-,42.33800125,-71.19300842,-,2.88000011,-,0
Sun May 07 16:58:06 EDT 2017,07-May-2017 16:59:34.506,-71.19300761,42.33799987,0.0,3.0,20.0,0.0,3.25731134,-0.00718261,8.30129623,-0.00425546,30.19607925,-0.06188247,0.34985608,0.0072607,0.77006406,14.7623558,995.765625,-,181.3999939,-,801,-,42.33800125,-71.19300842,-,2.8499999,-,0
Sun May 07 16:58:07 EDT 2017,07-May-2017 16:59:35.508,-71.19300757,42.33799989,0.0,3.0,20.0,0.0,3.3069911,0.03651158,8.26598167,-0.00443237,30.19607925,-0.09214339,0.33710408,0.00372187,0.74260771,14.53939819,995.80615234,-,181.3999939,-,783,-,42.33800125,-71.19300842,-,2.68000007,-,0
Sun May 07 16:58:08 EDT 2017,07-May-2017 16:59:36.506,-71.19300751,42.33799992,0.0,3.0,20.0,0.0,3.34829116,0.0784101,8.29650784,-0.01035863,30.19607925,-0.08765742,0.34131408,0.00799287,0.74571943,14.64212894,995.7800293,-,181.3999939,-,784,-,42.33800125,-71.19300842,-,2.6500001,-,0
Sun May 07 16:58:09 EDT 2017,07-May-2017 16:59:37.507,-71.19300746,42.33799995,0.0,3.0,20.0,0.0,3.24893165,-0.03052607,8.28393745,-0.01532334,30.19607925,-0.06345075,0.34808663,0.01238591,0.76902688,14.57169724,995.77661133,-,181.3999939,-,788,-,42.33800125,-71.19300842,-,2.76999998,-,0
Sun May 07 16:58:10 EDT 2017,07-May-2017 16:59:38.509,-71.19300744,42.33799998,0.0,3.0,20.0,0.0,3.34410119,0.01436521,8.37252331,-0.0022611,30.19607925,-0.09451113,0.33051452,0.00445404,0.74266863,14.70314026,995.7421875,-,181.3999939,-,784,-,42.33800125,-71.19300842,-,2.68000007,-,0
Sun May 07 16:58:11 EDT 2017,07-May-2017 16:59:39.507,-71.19300744,42.33800001,0.0,3.0,20.0,0.0,3.1573534,0.09576806,8.25580597,-0.01021417,30.19607925,-0.09862403,0.32185048,0.00976229,0.74157041,14.71345806,995.73852539,-,181.3999939,-,796,-,42.33800125,-71.19300842,-,2.71000004,-,0
Sun May 07 16:58:12 EDT 2017,07-May-2017 16:59:40.508,-71.19300734,42.33800002,0.0,4.0,20.0,0.0,4.93325281,0.46088383,7.38311958,-0.01601243,38.03921509,-0.09331317,0.50287998,0.04698102,0.65261155,18.08609581,995.68310547,-,181.3999939,-,1552,-,42.33800125,-71.19300842,-,21.06999969,-,1.86411357
Sun May 07 16:58:13 EDT 2017,07-May-2017 16:59:41.506,-71.1930053,42.33800345,0.68,4.0,20.0,11.0,5.93522596,0.33997664,8.33541298,0.12126398,34.90196228,-0.02684108,0.61227864,-0.06662763,0.65303868,13.32366943,995.72363281,-,181.3999939,-,1298,-,42.33800507,-71.19300842,-,11.18000031,-,6.83508301
Sun May 07 16:58:14 EDT 2017,07-May-2017 16:59:42.506,-71.19300064,42.33803727,2.43,4.0,19.0,15.9,4.99789619,-0.19393034,8.42280197,0.07617569,36.86274719,-0.00109354,0.50946951,-0.01976864,0.75859344,14.58470726,995.66479492,-,181.3999939,-,2054,-,42.33803558,-71.19300079,-,20.68000031,-,9.94193935
Sun May 07 16:58:15 EDT 2017,07-May-2017 16:59:43.506,-71.19300242,42.33808902,4.16,4.0,18.0,13.1,3.4554317,-0.51954174,8.63289261,0.03443654,31.76470566,-0.05031203,0.35223565,-0.05296042,0.78000939,13.59283447,995.75195312,-,181.3999939,-,2403,-,42.33808899,-71.19300079,-,6.19000006,-,13.04879475
Sun May 07 16:58:16 EDT 2017,07-May-2017 16:59:44.506,-71.19300235,42.33814654,5.74,4.0,20.0,7.6,5.53898573,-1.42574716,7.06409216,0.11192423,38.82352829,0.14667991,0.59482855,0.01818226,0.8797068,15.80851078,995.67919922,-,181.3999939,-,2010,-,42.33814621,-71.19300079,-,29.36000061,-,13.67016602
Sun May 07 16:58:17 EDT 2017,07-May-2017 16:59:45.507,-71.19298985,42.33821362,7.04,4.0,20.0,7.7,5.26305389,1.34195006,5.85681581,-0.10815221,38.82352829,-0.18548444,0.53649884,0.13679409,0.49702504,14.95077133,995.61254883,-,181.3999939,-,2088,-,42.33821487,-71.19299316,-,29.52000046,-,18.64113617
Sun May 07 16:58:18 EDT 2017,07-May-2017 16:59:46.506,-71.19298124,42.3382849,8.28,4.0,22.0,6.5,4.64116001,-0.68953007,12.08353615,0.39897096,36.07843018,-0.16424632,0.46877295,0.02141602,0.59123117,14.61162376,995.67529297,-,181.3999939,-,2564,-,42.33828354,-71.19297791,-,32.88999939,-,22.36936378
Sun May 07 16:58:19 EDT 2017,07-May-2017 16:59:47.510,-71.19297141,42.33838633,10.06,4.0,23.0,6.3,4.28442383,-2.39180756,6.54514885,0.03040057,31.37254906,-0.07521976,0.33710408,-0.02135501,0.76054591,13.01906395,995.67504883,-,181.3999939,-,2051,-,42.33838654,-71.19297028,-,6.03000021,-,22.9907341
Sun May 07 16:58:20 EDT 2017,07-May-2017 16:59:48.506,-71.19295667,42.33847735,10.53,4.0,23.0,5.9,4.44902515,0.85712421,7.35379028,0.06166203,38.4313736,-0.11921828,0.45351937,0.0873725,0.64962184,14.36533833,995.71020508,-,181.3999939,-,1829,-,42.33847809,-71.19295502,-,25.87999916,-,24.85484695
Sun May 07 16:58:21 EDT 2017,07-May-2017 16:59:49.506,-71.19293882,42.3385832,11.4,4.0,22.0,6.0,1.70886147,1.9153614,11.4604454,0.12526245,38.4313736,0.01853834,0.54369855,0.04624885,0.75963062,14.63046455,995.67871094,-,181.3999939,-,2018,-,42.3385849,-71.19293976,-,25.25,-,26.71896172
Sun May 07 16:58:22 EDT 2017,07-May-2017 16:59:50.507,-71.19292208,42.33869762,12.34,4.0,23.0,6.6,0.80145901,-0.85832131,3.22977805,-0.57206917,36.47058868,0.4978942,0.96128047,0.12032023,1.0417608,15.16341209,995.64916992,-,181.3999939,-,2092,-,42.33869934,-71.1929245,-,20.94000053,-,27.96170425
Sun May 07 16:58:23 EDT 2017,07-May-2017 16:59:51.510,-71.19290279,42.33881554,13.09,4.0,22.0,6.6,3.79121828,1.08277774,8.8429842,0.06457818,35.68627548,-0.01269505,0.38646463,0.11037489,0.80142546,14.31554222,995.57885742,-,181.3999939,-,2209,-,42.33881378,-71.19290161,-,18.78000069,-,29.20444679
Sun May 07 16:58:24 EDT 2017,07-May-2017 16:59:52.509,-71.19288816,42.33893687,13.68,3.0,23.0,6.5,3.61524463,-0.41299978,8.92558384,-0.01136422,31.37254906,-0.04996578,0.30256999,0.03959829,0.79935092,14.549716,995.54736328,-,181.3999939,-,2304,-,42.33893585,-71.19288635,-,19.14999962,-,30.44718933
Sun May 07 16:58:25 EDT 2017,07-May-2017 16:59:53.508,-71.19287327,42.33907058,13.99,3.0,24.0,6.8,3.28664041,-0.96785605,9.78689766,0.05482916,31.37254906,0.04541065,0.31642023,-0.09664667,0.89129949,17.9658699,995.52001953,-,181.3999939,-,1819,-,42.33906937,-71.19287109,-,5.05999994,-,30.44718933
Sun May 07 16:58:26 EDT 2017,07-May-2017 16:59:54.506,-71.19284329,42.33919559,13.98,3.0,25.0,6.0,3.57633877,-0.45669398,8.83879375,0.0506826,33.72549057,-0.02659535,0.36456051,-0.04655392,0.80099833,13.06033611,995.55737305,-,181.3999939,-,1733,-,42.33919525,-71.19284058,-,11.72000027,-,30.44718933
Sun May 07 16:58:27 EDT 2017,07-May-2017 16:59:55.506,-71.19283413,42.33930949,12.66,4.0,24.0,6.4,3.13341141,-2.06140757,7.77576876,-0.04236007,32.94117737,-0.30886221,0.17669745,0.10457852,0.55968672,14.69999981,995.61694336,-,181.3999939,-,1741,-,42.33930969,-71.19283295,-,8.68999958,-,31.06855965
Sun May 07 16:58:28 EDT 2017,07-May-2017 16:59:56.507,-71.19282475,42.33944013,14.25,3.0,23.0,6.0,4.06954432,0.97623575,11.63342571,0.33788407,31.76470566,0.26070425,0.41483632,0.09951434,1.08587408,14.30163574,995.578125,-,181.3999939,-,1746,-,42.33943939,-71.19282532,-,6.3499999,-,31.06855965
Sun May 07 16:58:29 EDT 2017,07-May-2017 16:59:57.509,-71.1928059,42.33956792,14.24,3.0,24.0,6.7,2.64858556,0.60872579,7.29273844,-0.02644005,31.76470566,-0.20639093,0.26998833,0.06205156,0.6433984,14.48960304,995.54858398,-,181.3999939,-,1746,-,42.33956909,-71.19280243,-,5.90999985,-,31.06855965
Sun May 07 16:58:30 EDT 2017,07-May-2017 16:59:58.507,-71.19278749,42.33969053,14.07,3.0,23.0,6.3,3.22020125,-0.22565351,9.43255615,0.01225916,33.33333206,-0.25903308,0.30470547,0.12367601,0.56371373,15.28005028,995.55566406,-,181.3999939,-,1752,-,42.33969116,-71.19278717,-,10.01000023,-,31.06855965
Sun May 07 16:58:31 EDT 2017,07-May-2017 16:59:59.506,-71.19276701,42.33982463,14.32,3.0,23.0,6.6,2.61925673,-0.49559975,7.69735861,-0.09202415,32.54901886,-0.16935085,0.26699865,-0.05051985,0.6846441,14.94897747,995.55981445,-,181.3999939,-,1762,-,42.33982468,-71.19276428,-,9.31000042,-,31.06855965
Sun May 07 16:58:32 EDT 2017,07-May-2017 17:00:00.506,-71.19275069,42.33995456,14.32,4.0,23.0,5.8,2.83533335,0.2657564,8.11514664,-0.0457015,31.76470566,-0.12301237,0.2890248,0.02709036,0.72723204,14.36533833,995.6550293,-,181.3999939,-,1773,-,42.33995438,-71.19274902,-,6.46000004,-,31.68992996
Sun May 07 16:58:33 EDT 2017,07-May-2017 17:00:01.506,-71.19273064,42.34008416,14.2,3.0,23.0,7.0,2.94546676,0.31902736,9.25119495,0.01483803,31.37254906,-0.17322317,0.27889642,0.11952704,0.66878033,14.43666649,995.59082031,-,181.3999939,-,1765,-,42.34008408,-71.19273376,-,6.03000021,-,31.68992996
Sun May 07 16:58:34 EDT 2017,07-May-2017 17:00:02.506,-71.1927097,42.34021789,14.23,3.0,23.0,6.6,2.61267257,0.19093758,8.71669006,-0.01592755,30.98039246,-0.07187228,0.26632747,0.01946357,0.78855145,15.07952213,995.64941406,-,181.3999939,-,1766,-,42.34021759,-71.19271088,-,4.03000021,-,31.06855965
Sun May 07 16:58:35 EDT 2017,07-May-2017 17:00:03.510,-71.19268501,42.34034737,14.32,3.0,22.0,6.4,2.3433249,0.9648633,6.74087477,-0.02502029,30.98039246,-0.06053824,0.24509448,0.06870212,0.80398804,29.39955139,995.67260742,-,181.3999939,-,1710,-,42.34034729,-71.19268799,-,4.07000017,-,30.44718933
Sun May 07 16:58:36 EDT 2017,07-May-2017 17:00:04.505,-71.19266483,42.34047344,14.27,3.0,22.0,5.8,2.37564659,-0.74878657,7.17302847,-0.14836293,30.98039246,-0.22367297,0.20177433,0.11238836,0.6408968,29.39955139,995.68115234,-,183.19999695,-,1670,-,42.34047318,-71.1926651,-,4.11000013,-,29.82581711
Sun May 07 16:58:37 EDT 2017,07-May-2017 17:00:05.506,-71.19264013,42.34059885,13.94,4.0,23.0,7.3,2.00454545,-0.59555769,4.76027155,-0.39238614,30.58823586,-0.46981546,0.20433694,-0.06070924,0.38524684,29.39955139,995.66577148,-,181.3999939,-,1632,-,42.34059906,-71.19264221,-,3.91000009,-,29.20444679
