GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°F),Engine Oil Temperature(°F),Engine RPM(rpm),Fuel pressure(psi),GPS Latitude(°),GPS Longitude(°),Kilometers Per Litre(Instant)(kpl),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),Speed (OBD)(mph)
Wed May 10 07:59:28 EDT 2017,10-May-2017 08:00:59.531,-71.17703237,42.30282301,0.0,3.0,29.0,0.0,2.64020586,-0.5351041,8.27795219,-0.01671772,30.19607925,-0.07281759,-0.01000634,-0.01055548,-0.00549136,14.91578007,1007.19995117,-,167,-,814,-,42.30282211,-71.17703247,-,2.97000003,-,0
Wed May 10 07:59:29 EDT 2017,10-May-2017 08:01:00.531,-71.17703237,42.30282299,0.0,3.0,29.0,0.0,2.75273347,-0.46627077,8.27735424,-0.01840026,30.19607925,-0.08295284,-0.01732807,-0.01000635,-0.01372824,14.90052795,1007.19995117,-,167,-,814,-,42.30282211,-71.17703247,-,3.02999997,-,0
Wed May 10 07:59:30 EDT 2017,10-May-2017 08:01:01.535,-71.17703235,42.30282299,0.0,3.0,29.0,0.0,2.70963788,-0.47285482,8.19235992,-0.02215314,30.19607925,-0.11878297,-0.02593107,-0.00048811,-0.04807928,14.91578007,1007.14550781,-,167,-,826,-,42.30282211,-71.17703247,-,3.05999994,-,0
Wed May 10 07:59:31 EDT 2017,10-May-2017 08:01:02.531,-71.17703235,42.30282299,0.0,3.0,29.0,0.0,2.91793323,-0.28431144,8.18697262,-0.04820395,30.58823586,-0.11324733,-0.00469811,0.01873139,-0.04862845,15.50031757,1007.20556641,-,167,-,809,-,42.30282211,-71.17703247,-,3.95000005,-,0
Wed May 10 07:59:32 EDT 2017,10-May-2017 08:01:03.531,-71.17703235,42.30282298,0.0,3.0,29.0,0.0,2.78924489,-0.75237787,8.91181755,0.02032834,30.58823586,-0.05369539,0.00726071,0.00793186,0.00988428,14.80497456,1007.2355957,-,167,-,838,-,42.30282211,-71.17703247,-,4.03000021,-,0
Wed May 10 07:59:33 EDT 2017,10-May-2017 08:01:04.531,-71.17703235,42.30282299,0.0,3.0,29.0,0.0,2.95145226,-0.67995328,9.09916401,0.04292059,30.58823586,-0.02209167,-0.00128129,-0.02159907,0.04435742,14.69865417,1007.20141602,-,167,-,833,-,42.30282211,-71.17703247,-,3.95000005,-,0
Wed May 10 07:59:34 EDT 2017,10-May-2017 08:01:05.531,-71.17703237,42.30282299,0.0,3.0,29.0,0.0,2.9041667,-0.35134909,8.11754131,-0.02503687,30.58823586,-0.1201314,-0.00610143,0.01189779,-0.05570605,14.64437199,1007.15771484,-,167,-,824,-,42.30282211,-71.17703247,-,3.99000001,-,0
Wed May 10 07:59:35 EDT 2017,10-May-2017 08:01:06.532,-71.17703235,42.30282298,0.0,3.0,29.0,0.0,2.64439583,-0.4818331,8.19475365,-0.02469833,30.19607925,-0.04567043,-0.00286768,-0.00530824,0.02111091,14.75069237,1007.19482422,-,167,-,851,-,42.30282211,-71.17703247,-,3.02999997,-,0
Wed May 10 07:59:36 EDT 2017,10-May-2017 08:01:07.535,-71.17703234,42.30282298,0.0,3.0,29.0,0.0,2.907758,-0.48482585,8.70112705,0.00183266,30.19607925,-0.06319365,-0.00573534,-0.0017084,0.00378281,14.69865417,1007.20947266,-,167,-,831,-,42.30282211,-71.17703247,-,3.13000011,-,0
Wed May 10 07:59:37 EDT 2017,10-May-2017 08:01:08.531,-71.17703232,42.30282298,0.0,3.0,29.0,0.0,2.94007969,-0.45070848,8.8136549,0.01356512,30.19607925,-0.11495239,-0.01934153,-0.0017084,-0.04630988,14.66994286,1007.26806641,-,167,-,813,-,42.30282211,-71.17703247,-,3.08999991,-,0
Wed May 10 07:59:38 EDT 2017,10-May-2017 08:01:09.531,-71.17703232,42.30282297,0.0,3.0,29.0,0.0,2.94007969,-0.51714754,8.59099388,-0.01393922,30.19607925,-0.10443182,-0.02562601,-0.00860302,-0.03355786,14.80183315,1007.25195312,-,167,-,816,-,42.30282211,-71.17703247,-,3.16000009,-,0
Wed May 10 07:59:39 EDT 2017,10-May-2017 08:01:10.532,-71.17703234,42.30282296,0.0,3.0,29.0,0.0,2.95504355,-0.51355624,8.52934361,-0.02393005,30.19607925,-0.07804051,-0.0009152,-0.00463709,-0.01372824,14.74710369,1007.18115234,-,167,-,829,-,42.30282211,-71.17703247,-,2.94000006,-,0
Wed May 10 07:59:40 EDT 2017,10-May-2017 08:01:11.531,-71.17703235,42.30282295,0.0,4.0,29.0,0.0,2.99454784,-0.4405331,8.74123001,-0.01372777,30.19607925,-0.10193146,-0.02355153,-0.01049446,-0.03172751,14.82426453,1007.26293945,-,167,-,817,-,42.30282211,-71.17703247,-,3.08999991,-,0
Wed May 10 07:59:41 EDT 2017,10-May-2017 08:01:12.531,-71.17703236,42.30282293,0.0,3.0,29.0,0.0,2.97898555,-0.439336,8.5383215,-0.01174396,30.19607925,-0.12410441,-0.02678527,-0.00012203,-0.05338758,14.97679138,1007.23583984,-,167,-,817,-,42.30282211,-71.17703247,-,2.97000003,-,0
Wed May 10 07:59:42 EDT 2017,10-May-2017 08:01:13.531,-71.17703237,42.30282292,0.0,3.0,29.0,0.0,2.99454784,-0.4950012,8.52036572,-0.01265264,30.19607925,-0.07768388,0.00311174,-0.00274564,-0.01464342,14.96826839,1007.23291016,-,167,-,822,-,42.30282211,-71.17703247,-,3.05999994,-,0
Wed May 10 07:59:43 EDT 2017,10-May-2017 08:01:14.531,-71.17703239,42.30282291,0.0,3.0,29.0,0.0,3.36983895,-0.37529111,8.32404041,-0.02487954,30.19607925,-0.11656444,0.02501587,0.00482013,-0.06400409,15.13290691,1007.24609375,-,167,-,835,-,42.30282211,-71.17703247,-,3.13000011,-,0
Wed May 10 07:59:44 EDT 2017,10-May-2017 08:01:15.532,-71.17703058,42.30282235,0.28,3.0,29.0,113.9,3.33093309,-0.32920274,8.08821201,-0.02927169,30.19607925,-0.10739784,0.03740177,0.01415532,-0.05869578,14.57932377,1007.21118164,-,167,-,825,-,42.30282211,-71.17703247,-,3.08999991,-,1.24274242
Wed May 10 07:59:45 EDT 2017,10-May-2017 08:01:16.532,-71.1770249,42.30281808,0.76,3.0,28.0,113.9,4.42328787,-0.44592008,8.72746372,0.06376988,31.76470566,-0.00123525,0.14875291,0.00225753,0.00646749,16.13061142,1007.23022461,-,167,-,999,-,42.3028183,-71.17702484,-,6.03000021,-,3.10685587
Wed May 10 07:59:46 EDT 2017,10-May-2017 08:01:17.532,-71.17701984,42.30281744,1.4,3.0,27.0,113.9,4.279037,-0.24540567,7.73746157,-0.03299594,32.15686417,-0.07821866,0.10512767,0.00250159,-0.05784156,13.69152737,1007.24145508,-,167,-,1241,-,42.3028183,-71.17701721,-,7.73000002,-,6.21371174
Wed May 10 07:59:47 EDT 2017,10-May-2017 08:01:18.531,-71.17698544,42.30280667,2.86,3.0,27.0,109.6,3.60866046,-0.03651158,8.1845789,-0.02284014,30.58823586,-0.08787484,0.06571241,0.04399132,-0.04887245,14.04592896,1007.27587891,-,167,-,1556,-,42.30280685,-71.17698669,-,3.86999989,-,8.69919682
Wed May 10 07:59:48 EDT 2017,10-May-2017 08:01:19.539,-71.17693972,42.30278154,3.91,3.0,25.0,111.1,3.64996052,-0.72304893,8.47786808,-0.02060187,30.58823586,-0.17247693,0.03691366,0.04850638,-0.1286182,20.51217079,1007.34228516,-,167,-,837,-,42.30278015,-71.17694092,-,3.75,-,9.32056808
Wed May 10 07:59:49 EDT 2017,10-May-2017 08:01:20.532,-71.1768887,42.30276278,4.45,3.0,25.0,112.7,2.42951608,-0.32261869,8.18936729,-0.01080216,30.58823586,0.00759738,-0.00561331,0.0328257,0.07931858,15.07952213,1007.29541016,-,167,-,858,-,42.30276108,-71.17688751,-,3.5999999,-,9.94193935
Wed May 10 07:59:50 EDT 2017,10-May-2017 08:01:21.533,-71.17683958,42.30274641,4.52,3.0,24.0,111.3,2.24516273,-1.07200384,8.78791714,-0.00363296,30.58823586,-0.06866109,-0.07327818,-0.06156344,0.01262991,14.48960304,1007.41137695,-,167,-,840,-,42.30274582,-71.17684174,-,3.71000004,-,8.69919682
Wed May 10 07:59:51 EDT 2017,10-May-2017 08:01:22.531,-71.17679841,42.30272758,4.04,3.0,24.0,113.9,2.0937295,-0.84874451,8.40664101,-0.04730183,30.58823586,-0.11234494,-0.08871479,-0.0388051,-0.02623615,14.70672894,1007.4206543,-,167,-,848,-,42.30272675,-71.17679596,-,3.52999997,-,7.45645428
Wed May 10 07:59:52 EDT 2017,10-May-2017 08:01:23.531,-71.17676405,42.30271403,3.34,3.0,23.0,115.0,1.69090497,-0.64164603,8.78791714,-0.00046685,30.58823586,-0.03187763,-0.13185193,-0.00311173,0.06815301,14.64885807,1007.48730469,-,167,-,843,-,42.3027153,-71.17676544,-,3.49000001,-,4.34959841
Wed May 10 07:59:53 EDT 2017,10-May-2017 08:01:24.532,-71.17674322,42.30270452,1.9,3.0,23.0,115.0,2.29544091,-0.42018241,8.95790577,-0.0069502,30.58823586,-0.05606179,-0.06815298,0.00488114,0.02995801,14.60758591,1007.47924805,-,167,-,852,-,42.30270386,-71.17674255,-,3.55999994,-,1.24274242
Wed May 10 07:59:54 EDT 2017,10-May-2017 08:01:25.531,-71.17674012,42.30270339,0.6,3.0,22.0,115.0,3.19745636,-0.38726214,8.19415569,-0.01788403,30.58823586,-0.04917639,0.03374092,0.00579636,0.00500314,15.03017521,1007.43237305,-,167,-,848,-,42.30270386,-71.17674255,-,3.55999994,-,0
Wed May 10 07:59:55 EDT 2017,10-May-2017 08:01:26.531,-71.17674464,42.30270867,0.0,3.0,22.0,0.0,2.91733479,-0.40222588,8.19415569,-0.04706103,30.58823586,-0.06798048,0.00323377,0.00292869,-0.00408797,14.69327068,1007.46313477,-,167,-,849,-,42.30270767,-71.17674255,-,3.38000011,-,0
Wed May 10 07:59:56 EDT 2017,10-May-2017 08:01:27.533,-71.17674483,42.30270911,0.0,3.0,22.0,0.0,3.12443328,-0.34955344,8.63109684,0.00172383,30.19607925,-0.06330251,0.01635184,0.01208083,-0.00335584,14.58336258,1007.46606445,-,167,-,838,-,42.30270767,-71.17674255,-,3.26999998,-,0
Wed May 10 07:59:57 EDT 2017,10-May-2017 08:01:28.531,-71.1767444,42.30270533,0.0,3.0,22.0,0.0,3.20882893,-0.38007951,8.16841793,-0.01876417,30.19607925,-0.08678135,0.00018305,0.01092156,-0.02257535,14.58336258,1007.4921875,-,167,-,831,-,42.30270386,-71.17674255,-,3.24000001,-,0
Wed May 10 07:59:58 EDT 2017,10-May-2017 08:01:29.531,-71.17674789,42.30270472,0.0,3.0,22.0,0.0,3.39078808,-0.42437226,8.58680439,-0.00827302,30.19607925,-0.10055169,0.03904917,0.00823693,-0.0522283,14.91039753,1007.47265625,-,167,-,842,-,42.30270386,-71.17675018,-,3.05999994,-,0.62137121
Wed May 10 07:59:59 EDT 2017,10-May-2017 08:01:30.531,-71.17674577,42.30270394,0.33,3.0,21.0,115.0,3.37283158,-0.46686932,8.39466953,-0.0112142,30.19607925,-0.07624496,0.04167277,0.00012203,-0.02745649,14.88617229,1007.47851562,-,167,-,831,-,42.30270386,-71.17674255,-,2.97000003,-,1.24274242
Wed May 10 08:00:00 EDT 2017,10-May-2017 08:01:31.531,-71.17673696,42.30270369,0.69,3.0,22.0,115.0,3.4530375,-0.34117374,8.06427002,-0.03974205,30.58823586,-0.13140875,0.02123298,0.00311173,-0.07858645,15.20872211,1007.44213867,-,167,-,828,-,42.30270386,-71.17673492,-,4.03000021,-,1.24274242
Wed May 10 08:00:01 EDT 2017,10-May-2017 08:01:32.530,-71.17672847,42.302698,0.86,3.0,22.0,115.0,3.32973599,-0.32261869,8.40783787,-0.01223582,30.58823586,-0.07726692,0.03727974,0.01482648,-0.02611415,14.42859268,1007.47680664,-,167,-,842,-,42.30269623,-71.17672729,-,4.11000013,-,1.86411357
Wed May 10 08:00:02 EDT 2017,10-May-2017 08:01:33.531,-71.17671871,42.30269543,1.12,3.0,22.0,115.0,2.57017541,-0.39683893,7.85058737,-0.03100162,30.98039246,-0.15668173,-0.04014743,0.0072607,-0.08291848,14.38059139,1007.48193359,-,167,-,840,-,42.30269623,-71.17671967,-,4.36000013,-,2.48548484
Wed May 10 08:00:03 EDT 2017,10-May-2017 08:01:34.531,-71.17670289,42.30269364,1.21,3.0,22.0,115.0,2.08475113,-0.59735334,8.96389103,-0.01872592,30.58823586,-0.12589608,-0.09060625,0.01665691,-0.03593748,14.46492863,1007.56396484,-,167,-,849,-,42.30269241,-71.17670441,-,4.1500001,-,2.48548484
Wed May 10 08:00:04 EDT 2017,10-May-2017 08:01:35.532,-71.17668875,42.30268695,1.15,3.0,22.0,115.0,2.53126979,-0.55306059,8.77295399,-0.0021804,30.58823586,-0.10179212,-0.07346123,-0.00158637,-0.01629082,14.36219788,1007.5534668,-,168.80000305,-,867,-,42.3026886,-71.17668915,-,3.42000008,-,0.62137121
Wed May 10 08:00:05 EDT 2017,10-May-2017 08:01:36.532,-71.17668844,42.3026889,0.26,3.0,22.0,115.0,4.40832376,-0.66379243,10.17296314,0.19754755,38.03921509,0.13258807,0.14722753,-0.01995168,0.15381706,15.23788071,1007.42871094,-,168.80000305,-,1135,-,42.3026886,-71.17668915,-,27.86000061,-,0
Wed May 10 08:00:06 EDT 2017,10-May-2017 08:01:37.531,-71.17668558,42.30268949,0.43,3.0,22.0,115.0,3.35008669,-0.36571431,8.00022507,-0.02325021,30.58823586,-0.13975401,0.04801828,0.00744374,-0.09878218,13.32008076,1007.48803711,-,168.80000305,-,1405,-,42.3026886,-71.17668915,-,3.52999997,-,3.10685587
Wed May 10 08:00:07 EDT 2017,10-May-2017 08:01:38.531,-71.17666757,42.30268424,1.31,3.0,22.0,113.5,2.95384645,-0.50338089,8.62391472,-0.02021044,30.58823586,-0.06903484,-0.00103723,-0.00359984,-0.00408797,15.36438942,1007.55957031,-,168.80000305,-,926,-,42.30268478,-71.17666626,-,3.52999997,-,1.86411357
Wed May 10 08:00:08 EDT 2017,10-May-2017 08:01:39.534,-71.17665543,42.30268193,1.0,3.0,23.0,113.6,3.39617515,-0.4285621,8.09300041,-0.03891796,30.58823586,-0.10395823,0.04405234,0.00402694,-0.05820767,14.26215839,1007.5168457,-,168.80000305,-,855,-,42.30268097,-71.17665863,-,3.52999997,-,1.24274242
Wed May 10 08:00:09 EDT 2017,10-May-2017 08:01:40.532,-71.17664194,42.30268061,0.81,3.0,23.0,110.7,2.68330145,-0.5315128,8.27615643,-0.04612166,30.58823586,-0.08465288,-0.04161177,-0.02776151,-0.00927417,14.02843285,1007.47851562,-,168.80000305,-,855,-,42.30268097,-71.17664337,-,3.6400001,-,1.24274242
Wed May 10 08:00:10 EDT 2017,10-May-2017 08:01:41.532,-71.17663092,42.30267733,0.85,4.0,23.0,110.7,3.34529829,-0.65720838,8.68317127,0.01626086,32.94117737,-0.04876053,0.03886611,-0.01928052,0.00195246,13.84719467,1007.5234375,-,168.80000305,-,861,-,42.30267715,-71.17662811,-,3.67000008,-,0.62137121
Wed May 10 08:00:11 EDT 2017,10-May-2017 08:01:42.534,-71.17663334,42.30268042,0.44,3.0,23.0,110.7,5.45279455,0.46567222,7.71950483,0.02058648,34.90196228,0.01386481,0.21684487,0.05094695,-0.01263001,14.20428753,1007.49829102,-,168.80000305,-,1350,-,42.30268097,-71.17663574,-,19.28000069,-,3.10685587
Wed May 10 08:00:12 EDT 2017,10-May-2017 08:01:43.535,-71.17661064,42.3026773,1.59,3.0,23.0,101.2,3.83790541,1.07798934,8.40304947,0.00406449,33.72549057,-0.05231801,0.10878852,0.18347004,-0.04045251,13.12314034,1007.47045898,-,168.80000305,-,1508,-,42.30267715,-71.17661285,-,11.44999981,-,6.83508301
Wed May 10 08:00:13 EDT 2017,10-May-2017 08:01:44.533,-71.17657433,42.30268597,3.34,3.0,24.0,77.2,3.01489854,1.31262112,8.82442856,0.02530259,30.98039246,-0.03971575,0.00518622,0.18151759,0.01635177,14.53939819,1007.53173828,-,168.80000305,-,1929,-,42.30268478,-71.17657471,-,4.19000006,-,8.07782555
Wed May 10 08:00:14 EDT 2017,10-May-2017 08:01:45.531,-71.17653156,42.3026971,3.46,4.0,25.0,71.6,4.82012653,0.70868373,7.76499462,-0.00021523,36.47058868,-0.14527105,0.23130524,0.25693128,-0.24936551,14.61969852,1007.46850586,-,168.80000305,-,1360,-,42.30269623,-71.17652893,-,19.53000069,-,11.18468189
Wed May 10 08:00:15 EDT 2017,10-May-2017 08:01:46.532,-71.17649548,42.30270917,3.25,4.0,24.0,68.2,5.40790319,0.48003745,8.12891293,0.01837789,37.64706039,-0.06539707,0.21293996,0.12330993,-0.10738523,14.31285095,1007.44873047,-,168.80000305,-,1748,-,42.30270767,-71.17649841,-,21.59000015,-,15.53427982
Wed May 10 08:00:16 EDT 2017,10-May-2017 08:01:47.531,-71.17645586,42.3027685,4.88,4.0,24.0,37.3,4.62918901,0.17477672,8.21330929,0.03454755,37.64706039,-0.03844282,0.16974182,0.06552937,-0.04594377,15.15623474,1007.46826172,-,168.80000305,-,2244,-,42.30276871,-71.17645264,-,27.53000069,-,19.26250648
Wed May 10 08:00:17 EDT 2017,10-May-2017 08:01:48.531,-71.17642793,42.30282835,5.37,4.0,24.0,28.9,4.31375313,-0.40342298,6.83604431,0.010609,35.68627548,0.12257922,0.20299463,-0.00372187,0.11757453,14.5268364,1007.50024414,-,168.80000305,-,2093,-,42.30282974,-71.17642975,-,5.63000011,-,19.88387871
Wed May 10 08:00:18 EDT 2017,10-May-2017 08:01:49.534,-71.17639391,42.30293732,8.63,4.0,24.0,20.3,4.60345125,-0.60932434,8.27077007,0.03223526,36.07843018,-0.0327806,0.16711819,-0.01439938,-0.0400864,14.69237423,1007.42041016,-,168.80000305,-,1618,-,42.30293655,-71.1763916,-,20.29999924,-,21.74799156
Wed May 10 08:00:19 EDT 2017,10-May-2017 08:01:50.531,-71.17634812,42.30300846,9.75,3.0,24.0,19.0,3.90554142,-0.04010288,7.97867727,-0.0291121,33.72549057,-0.09414901,0.0959755,0.04362523,-0.0698614,14.61969852,1007.43383789,-,168.80000305,-,1721,-,42.30300903,-71.17634583,-,11.72000027,-,22.9907341
Wed May 10 08:00:20 EDT 2017,10-May-2017 08:01:51.531,-71.17630984,42.30310098,10.52,4.0,24.0,17.3,3.59309816,-0.51415479,8.00022507,-0.01933315,32.54901886,-0.11535376,0.05466882,0.02159907,-0.07443748,14.61880207,1007.42480469,-,170.6000061,-,1763,-,42.30310059,-71.17630768,-,8.46000004,-,23.61210442
Wed May 10 08:00:21 EDT 2017,10-May-2017 08:01:52.531,-71.17627181,42.30320425,10.74,4.0,24.0,17.8,3.80797791,-0.19812019,7.62253952,0.11534395,32.15686417,-0.13088675,0.08603019,0.02751745,-0.10616495,14.61386681,1007.34423828,-,170.6000061,-,1779,-,42.30320358,-71.17626953,-,8.07999992,-,23.61210442
Wed May 10 08:00:22 EDT 2017,10-May-2017 08:01:53.531,-71.17622323,42.30331008,11.12,4.0,23.0,17.9,3.90195012,-0.38426939,8.55508137,0.02464837,32.54901886,-0.04037016,0.09560942,0.008542,-0.01110462,14.57079983,1007.41455078,-,170.6000061,-,1782,-,42.30331039,-71.17622375,-,7.94000006,-,23.61210442
Wed May 10 08:00:23 EDT 2017,10-May-2017 08:01:54.533,-71.17617762,42.30340571,10.91,4.0,21.0,19.0,3.31596947,-0.36571431,8.35516548,-0.0175727,31.76470566,-0.05849372,0.06144141,-0.00878606,-0.01690103,14.73364544,1007.44287109,-,170.6000061,-,1786,-,42.30340576,-71.17617798,-,6.73999977,-,23.61210442
Wed May 10 08:00:24 EDT 2017,10-May-2017 08:01:55.532,-71.17613118,42.30349944,10.95,4.0,21.0,18.6,3.08313322,-0.53091425,8.43177986,-0.01788831,30.98039246,-0.08292136,0.01214185,-0.00640651,-0.02367358,14.87226582,1007.42871094,-,170.6000061,-,1737,-,42.30350113,-71.1761322,-,4.26999998,-,22.9907341
Wed May 10 08:00:25 EDT 2017,10-May-2017 08:01:56.531,-71.17608248,42.30359494,10.58,4.0,21.0,20.5,2.13921928,-0.64284313,9.18415737,0.01152526,30.58823586,-0.03617534,-0.08407772,-0.01781618,0.05302138,29.39955139,1007.47973633,-,170.6000061,-,1613,-,42.3035965,-71.1760788,-,4.07000017,-,21.12662125
Wed May 10 08:00:26 EDT 2017,10-May-2017 08:01:57.531,-71.17604372,42.30368373,9.74,4.0,22.0,18.6,1.57658184,-0.53091425,8.16602325,-0.0076966,30.58823586,-0.05368285,-0.13075367,-0.00951823,0.0453946,29.39955139,1007.41943359,-,172.3999939,-,938,-,42.30368423,-71.17604065,-,4.76000023,-,18.01976395
Wed May 10 08:00:27 EDT 2017,10-May-2017 08:01:58.531,-71.1760158,42.30374777,8.14,4.0,22.0,20.2,2.22062206,-2.7641058,7.89667559,-0.05227357,30.58823586,-0.11731837,-0.07577977,-0.23405088,-0.07822039,14.30746651,1007.47192383,-,172.3999939,-,868,-,42.30374908,-71.17601776,-,3.78999996,-,14.91290855
Wed May 10 08:00:28 EDT 2017,10-May-2017 08:01:59.531,-71.17597869,42.30379046,6.37,4.0,21.0,28.0,3.22738385,-2.92032743,8.50839424,0.03956068,30.58823586,-0.07960231,0.02397864,-0.1880461,-0.0557671,13.89474773,1007.49023438,-,172.3999939,-,1237,-,42.30379105,-71.17597961,-,3.26999998,-,12.42742348
Wed May 10 08:00:29 EDT 2017,10-May-2017 08:02:00.531,-71.17592598,42.30382769,5.51,4.0,22.0,46.9,4.09468365,-1.72981071,8.55089092,-0.01715671,32.94117737,-0.08331326,0.06754284,-0.14100407,-0.06620055,13.48472023,1007.50292969,-,172.3999939,-,1480,-,42.30382919,-71.17592621,-,3.26999998,-,12.42742348
Wed May 10 08:00:30 EDT 2017,10-May-2017 08:02:01.531,-71.17584405,42.30384009,6.1,4.0,21.0,73.2,3.30160403,-0.97264445,7.10599041,-0.05411723,30.98039246,-0.19486493,0.03441206,-0.05143506,-0.1588203,13.51612282,1007.48974609,-,172.3999939,-,1821,-,42.30384064,-71.17584229,-,6.46000004,-,16.15565109
Wed May 10 08:00:31 EDT 2017,10-May-2017 08:02:02.533,-71.17575415,42.30384157,7.34,4.0,22.0,86.4,3.43148947,-0.5374983,7.80629444,-0.03963512,32.94117737,-0.11941491,0.09573144,-0.04637088,-0.10360232,13.84854126,1007.65234375,-,172.3999939,-,1256,-,42.30384064,-71.17575073,-,9.53999996,-,17.39839363
Wed May 10 08:00:32 EDT 2017,10-May-2017 08:02:03.532,-71.17565168,42.30384529,8.14,4.0,22.0,89.3,3.34888959,-0.78290397,8.02177238,-0.04495615,33.33333206,-0.11883313,0.07126472,-0.03093426,-0.08926396,13.72113609,1007.73510742,-,172.3999939,-,1579,-,42.30384445,-71.17565155,-,10.09000015,-,19.88387871
Wed May 10 08:00:33 EDT 2017,10-May-2017 08:02:04.531,-71.17552458,42.30385138,9.42,4.0,22.0,89.6,3.36684608,-0.03651158,8.87291145,0.03275567,33.72549057,-0.03226008,0.04106263,0.04399132,0.02129396,15.03017521,1007.79663086,-,172.3999939,-,1782,-,42.30385208,-71.17552185,-,11.44999981,-,23.61210442
